,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU4709,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU4711,Fungi,NA,NA,NA,NA,NA,NA
OTU4712,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU4713,Metazoa,Cnidaria,Myxosporea,Multivalvulida,NA,NA,NA
OTU4714,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU4715,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU4716,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
OTU4717,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA
OTU4718,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,NA,NA,NA
OTU4719,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,NA
OTU4720,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU4721,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU4722,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4723,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU4724,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU4725,Protista,NA,NA,NA,NA,NA,NA
OTU4726,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,NA,NA,NA
OTU4728,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU4729,Fungi,Ascomycota,Lecanoromycetes,NA,NA,NA,NA
OTU4730,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU4731,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU4732,Stramenopila,Ochrophyta,Bacillariophyceae,Lithodesmiales,NA,NA,NA
OTU4733,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus,NA
OTU4734,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU4735,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella rostellata
OTU4736,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium macerans
OTU4737,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,NA,NA,NA
OTU4738,Fungi,Basidiomycota,Cystobasidiomycetes,Naohideales,Naohideaceae,Naohidea,Naohidea sebacea
OTU4739,Protista,NA,NA,NA,NA,NA,NA
OTU4740,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU4741,Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
OTU4742,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dothiorella,Dothiorella californica
OTU4743,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU4744,Metazoa,Platyhelminthes,Trematoda,Polyopisthocotylea,NA,NA,NA
OTU4745,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4746,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU4747,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4748,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Melanocarpus,Melanocarpus thermophilus
OTU4749,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius laniger
OTU4750,NA,NA,NA,NA,NA,NA,NA
OTU4751,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU4752,Fungi,Ascomycota,Leotiomycetes,Phacidiales,NA,NA,NA
OTU4753,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4754,Protista,NA,NA,NA,NA,NA,NA
OTU4755,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA
OTU4756,Euglenozoa,NA,NA,Kinetoplastida,NA,NA,NA
OTU4757,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4759,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Montagnula,NA
OTU4760,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,NA,NA,NA
OTU4761,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU4762,Protista,NA,NA,NA,NA,NA,NA
OTU4763,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU4764,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU4765,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4766,Protista,NA,NA,NA,NA,NA,NA
OTU4767,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,NA
OTU4768,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,NA,NA,NA
OTU4769,Metazoa,Platyhelminthes,Trematoda,Aspidogastrida,NA,NA,NA
OTU4770,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
OTU4771,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,Hypogymnia imshaugii
OTU4775,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU4777,Fungi,Monoblepharomycota,Monoblepharidomycetes,Monoblepharidales,NA,NA,NA
OTU4778,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU4779,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU4780,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU4781,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU4782,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
OTU4783,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Micareaceae,Micarea,Micarea denigrata
OTU4784,NA,NA,NA,NA,NA,NA,NA
OTU4785,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4786,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
OTU4787,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU4788,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
OTU4789,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU4790,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU4791,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU4792,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU4793,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU4794,Metazoa,Arthropoda,Insecta,Hemiptera,NA,NA,NA
OTU4795,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4796,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU4797,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU4798,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU4799,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber taiwanensis
OTU4800,Fungi,Ascomycota,Lecanoromycetes,Trapeliales,Trapeliaceae,Xylographa,NA
OTU4801,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU4802,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU4803,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4804,Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
OTU4805,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
OTU4806,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma dimennae
OTU4807,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4808,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA
OTU4809,Metazoa,Nematoda,Dorylaimea,Dorylaimida,NA,NA,NA
OTU4810,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU4811,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU4812,Metazoa,Arthropoda,Insecta,Coleoptera,NA,NA,NA
OTU4813,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4814,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU4815,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula depallens
OTU4816,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU4817,Stramenopila,Oomycota,Oomycetes,Pythiales,NA,NA,NA
OTU4818,NA,NA,NA,NA,NA,NA,NA
OTU4819,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora ericina
OTU4820,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU4821,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU4822,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,NA
OTU4823,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4824,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU4825,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia aquatica
OTU4826,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,NA
OTU4827,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Microcera,NA
OTU4828,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,NA,NA,NA
OTU4829,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
OTU4830,Metazoa,Porifera,Demospongiae,Verongida,NA,NA,NA
OTU4832,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4833,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU4834,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,NA,NA,NA
OTU4835,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU4836,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4837,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4838,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU4839,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU4840,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU4841,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU4842,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,NA,NA,NA
OTU4843,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU4844,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,NA
OTU4845,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4846,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU4847,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,NA,NA,NA
OTU4848,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,NA
OTU4849,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,NA,NA,NA
OTU4850,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU4851,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,NA,NA,NA
OTU4852,Metazoa,Nematoda,Dorylaimea,Dorylaimida,NA,NA,NA
OTU4853,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,Trichaptum,Trichaptum fuscoviolaceum
OTU4855,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4856,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU4857,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU4858,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU4859,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU4860,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,NA,NA
OTU4861,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,NA,NA,NA
OTU4862,NA,NA,NA,NA,NA,NA,NA
OTU4863,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU4865,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4866,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4867,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,NA
OTU4868,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU4869,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA
OTU4870,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU4871,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU4872,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Harknessiaceae,Harknessia,Harknessia arctostaphyli
OTU4873,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,Sistotrema,NA
OTU4874,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma silvicola
OTU4875,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU4876,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Petriella,NA
OTU4877,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU4878,Alveolata,Ciliophora,Spirotrichea,Tintinnida,NA,NA,NA
OTU4879,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma focale
OTU4880,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU4881,NA,NA,NA,NA,NA,NA,NA
OTU4882,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU4883,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU4884,Fungi,Mucoromycota,Endogonomycetes,NA,NA,NA,NA
OTU4885,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU4886,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU4887,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,NA,NA,NA
OTU4888,Fungi,NA,NA,NA,NA,NA,NA
OTU4889,Fungi,Basidiomycota,Agaricomycetes,Boletales,NA,Leucogyrophana,Leucogyrophana olivascens
OTU4890,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU4891,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU4892,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU4893,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4894,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU4895,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU4896,Metazoa,Craniata,Actinopterygii,Perciformes,NA,NA,NA
OTU4897,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,NA
OTU4898,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU4899,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Myceliophthora,NA
OTU4900,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,NA,NA,NA
OTU4901,Fungi,NA,NA,NA,NA,NA,NA
OTU4902,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU4903,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4905,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon raduloides
OTU4906,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU4907,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,NA,NA,NA
OTU4908,Fungi,NA,NA,NA,NA,NA,NA
OTU4909,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU4910,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4911,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU4912,Fungi,NA,NA,NA,NA,NA,NA
OTU4913,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4915,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU4916,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU4917,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Ophiognomonia,Ophiognomonia alni-viridis
OTU4918,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU4919,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU4920,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus sanguinolentus
OTU4921,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU4922,Fungi,NA,NA,NA,NA,NA,NA
OTU4923,Protista,NA,NA,NA,NA,NA,NA
OTU4924,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
OTU4925,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU4926,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
OTU4928,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,NA,NA,NA
OTU4929,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU4930,Metazoa,Arthropoda,Insecta,Hymenoptera,NA,NA,NA
OTU4932,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU4933,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA
OTU4934,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU4936,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU4937,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU4938,Protista,NA,NA,NA,NA,NA,NA
OTU4939,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,Cytospora rosae
OTU4940,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU4941,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Phaeolus,Phaeolus schweinitzii
OTU4942,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU4943,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU4944,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU4945,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU4946,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA
OTU4947,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU4948,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,NA,NA,NA
OTU4949,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA
OTU4950,NA,NA,NA,NA,NA,NA,NA
OTU4951,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,NA
OTU4952,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4953,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,NA
OTU4954,Metazoa,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA
OTU4955,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,NA,NA
OTU4956,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4957,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gautieriaceae,Gautieria,NA
OTU4958,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU4959,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU4960,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU4961,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma psammopus
OTU4962,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU4963,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU4964,Stramenopila,Ochrophyta,Bacillariophyceae,Thalassiosirales,NA,NA,NA
OTU4965,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,NA,NA,NA
OTU4966,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU4967,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU4968,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU4969,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU4970,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
OTU4971,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU4972,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium,Hypochnicium michelii
OTU4973,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU4974,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,NA
OTU4975,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU4976,Alveolata,Apicomplexa,Aconoidasida,NA,NA,NA,NA
OTU4977,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,NA,NA,NA
OTU4978,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma mesophaeum
OTU4979,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU4980,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU4981,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma sinuosum
OTU4982,Fungi,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,Banhegyia,NA
OTU4983,Fungi,Basidiomycota,Cystobasidiomycetes,Naohideales,NA,NA,NA
OTU4984,Fungi,NA,NA,NA,NA,NA,NA
OTU4985,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,NA,NA,NA
OTU4986,Cryptista,Cryptophyta,NA,NA,NA,NA,NA
OTU4988,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU4989,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU4990,Metazoa,Nematomorpha,Gordiida,NA,NA,NA,NA
OTU4991,Stramenopila,Oomycota,Oomycetes,Pythiales,NA,NA,NA
OTU4992,Alveolata,Dinophyta,Dinophyceae,Peridiniales,NA,NA,NA
OTU4993,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU4994,Protista,NA,NA,NA,NA,NA,NA
OTU4995,NA,NA,NA,NA,NA,NA,NA
OTU4996,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA
OTU4997,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria thlaspis
OTU4998,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,NA,NA
OTU4999,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU5000,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU5001,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU5002,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU5003,Fungi,Basidiomycota,Microbotryomycetes,NA,Chrysozymaceae,NA,NA
OTU5004,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU5005,Metazoa,Platyhelminthes,Trematoda,Polyopisthocotylea,NA,NA,NA
OTU5006,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU5007,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis nigrescens
OTU5008,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU5009,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU5010,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,NA,NA,NA
OTU5011,Metazoa,Annelida,Clitellata,Lumbriculida,NA,NA,NA
OTU5012,NA,NA,NA,NA,NA,NA,NA
OTU5013,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Thermomyces,Thermomyces lanuginosus
OTU5014,Stramenopila,Oomycota,Oomycetes,Saprolegniales,NA,NA,NA
OTU5015,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,NA
OTU5016,Stramenopila,Ochrophyta,Phaeophyceae,Ectocarpales,NA,NA,NA
OTU5017,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU5018,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Sarcodon,Sarcodon fuligineoviolaceus
OTU5019,Metazoa,Mollusca,Bivalvia,Ostreoida,NA,NA,NA
OTU5021,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU5022,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU5023,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU5024,Fungi,NA,NA,NA,NA,NA,NA
OTU5025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,Hohenbuehelia auriscalpium
OTU5026,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU5027,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU5028,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula diobovata
OTU5029,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU5030,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,NA,NA,NA
OTU5031,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Laetiporus,Laetiporus gilbertsonii
OTU5032,Alveolata,Ciliophora,Oligohymenophorea,Apostomatida,NA,NA,NA
OTU5033,Alveolata,Ciliophora,Oligohymenophorea,Astomatida,NA,NA,NA
OTU5034,Cryptista,Cryptophyta,NA,Pyrenomonadales,NA,NA,NA
OTU5035,NA,NA,NA,NA,NA,NA,NA
